PRODUCT_ID,COMMODITY_LEAF,description,buy_line_id,price_line_id,keywords,product_family_id,product_family_description
110,899786,C-H DH262UGK 2P 60A 600V SFTY SW,CUTHAM,CUTHAM,"CHDH262UGK DH262UGK 782114 85884 2P
600V 60A C-H SFTY",,
111,899831,NSI IPL1/0-3 INSD M-CBL CONN BLOCK 1/BX,NSI,NSI,"NSIIPL103 IPL1/0-3 662381 91101 C
INSUL MULTI-TAP
PCSB2/0-3S-6Y",,
113,899840,NSI IPL104 IPL1/0-4 662381 91102 C 1/BX,NSI,NSI,"NSIIPL104 IPL1/0-4 662381 91102 C
INSUL MULTI-TAP",,
11909,900017,C-H CHQ220 2P 20A CIRCUIT BREAKER (PULL 1 UL CERTIFICATE PER BREAKER),CUTHAM,CUTHAM,"CHCHQ220 CHQ220 782113 01090 20A 2P
BREA C-H CIRCUIT
QO220
STK CUTHAM
WEBREADY",,
133,898855,CPL 2EP3GX2U6T8S33IUNVEB81 2X2 PARABOLIC 120/277V,COOPLTG,COOPLTG,"FXPARAB ALLFLUORESCENT
FXTROFFER
PARABOLIC
WEBREADY",JUSTICE*ALL,JUSTICE STORE PLANNING
134,899830,T&B 54174B 250MCM YEL 1H COP LUG 10/BX 100/CS,T&B,T&B,"TB54174B THOMAS & B 786210 23482
250 3/8 LUG T@B
WEBREADY",,
14699,899871,PVC 1-1/2 PVC SVC ENT CAP EF30 77285 5133695 E998H 5/BX,PVCFIT,PVCFIT,"PVCWH150 PVC FITTIN 980060 06612
1/2"" WEATHERHEAD
WEBREADY",,
146,899985,LEV CS320-2I 3WAY 20A 277V IV SW 10/BOX 100/CASE,LEVITON,LEVITON,"LEVCS3202I LEV 078477 81581 20A
277V 3WAY CS320-2I IV

STK LEVITON
WEBREADY",,
154,899877,ERC MPLS DRYWALL BRACKET 100/BX,CADDY,CADDY,"CADMPLS CADDY MPLS 782856 48635


STK CADDY
WEBREADY",,
156,899929,"KLEIN 646-5/16 NUT DRIVER CUSHION GRIP 6"" HOLLOW SHAFT 5/16"" HEX",KLEIN,KLEIN,"KLN646516 646-5/16 092644 65032
DRIVER KLEIN NUT


WEBREADY",,
162,899830,T&B 54174T 250MCM YEL 1H COP LUG 10/BX 100/CS,T&B,T&B,"TB54174T THOMAS & B 786210 23483
250 3/8 LUG T@B
STK T&B
WEBREADY",,
167,899985,LEV CS320-2W 3WAY 20A 277V WHT SW 10/BOX 100/CASE,LEVITON,LEVITON,"LEVCS3202W LEV CS320- 078477 81584
20A 277V 3WAY CS320-2W WHT

STK LEVITON
WEBREADY
SWITCH	SMCPARTS",,
186,899778,C-H PRL1A3225X30C 225A PNLBD INTR 208Y/120V INTERIOR DELISTED REPLACED BY: xPRL1X3225X30Cx,CUTHAM,CUTHAM,"CHPRL1A3225X30C CUTLER-HAM 786687
00942 208Y/120V 225A 30CKT 3PH C-H
INTERIOR
WEBREADY
POWREV",,
201,899752,STL-CTY 52C53-1-1/2 4SQ 2G TILE RNG -/BX 10/CS,NONRET,T&B,"STC52C53112 STL-CTY 52 785991 14055
CROUSEH TP540",,
205,899830,BUR YA28A5 4/0AWG ALCU 2H LUG,BURNDY,BURNDY,"BURYA28A5 YA28A5 781810 75450 2H
4/0AWG ALCU LUG
SMCPARTS",,
23084,899830,T&B 256-30695-926 COLOR KEYED-CU 2/0 NOTCHED TONGUE 10/BX 100/CS,T&B,T&B,"TB25630695926 TB 786210 07141
WEBREADY",,
206,899956, WIRE THHN-6-WHT-19STR-CU-5000MSTR,BWCU,BWCU,"THHN6WHT WIRE THHN- 980100 23164
THHN-6-WHT-19STR-CU-
THHN6MSTR
STK BWCU
WEBREADY",THHN 6 STRAND*ALL,THHN 6 STRANDED COPPER
4485,899830,T&B 54108UB 1AWG GRN 1H 90D COP LUG 20/BX 200/CS,T&B,T&B,"TB54108UB TB 786210 88691
WEBREADY",,
238,899906,3M 70-1X30FT SELF-FUSING TAPE 1/BX 24/CS,3M,3M,"3M701X30FT 70-1X30FT 054007 15603
SELF-FUSING TAPE
WEBREADY",,
8997,900017,C-H BAB2020 20A 2P CKT BRKR,CUTEXPSS,CUTHAM,"CHBAB2020 BAB2020 786679 30220
WEBREADY SMCPARTS
POWREV",,
252,899752,STL-CTY 3GC 13/16D3G GANGBOX SW RNG -/BX 5/CS,NONRET,T&B,STC3GC STL-CTY 3G 785991 12950,,
254,899956,WIRE THHN 10 ORG-19STR-CU 500S,BWCU,BWCU,"THHN10ORG WIRE THHN- 980100 23045
THHN-10-ORN-19STR-CU
ORANGE
STK BWCU
WEBREADY",THHN 10 STRAND*ALL,THHN 10 STRANDED
259,901165,HUBW FRFGYA POKE THROUGH FITTING 10/BX,HUBWIRE,HUBWIRE,"HUBFRFGYA FRFGYA 783585 39604 FITTI
HUBW POKE THROUGH",,
281,899838,IDEAL 30-265 TW AL/CU WR NUT-100BOX 100/BX 100/CS,IDEAL,IDEAL,"IDL30265 IDL 783250 30265
100/BOX IDEAL WIRECONN

STK IDEAL
WEBREADY",,
605,900010,LEV 2311 LKG PLUG L5-20P 1/BOX 10/CASE,LEVITON,LEVITON,"LEV2311 LEV 078477 80094


STK LEVITON
WEBREADY
TWIST LOCK	SMCPARTS",,
17034,899755,ALLIED 9361-ESK 2-3/4D SW BOX 50/BX,NONRET,ALLIEDM,"ALM9361ESK ALM 085339 10566


STK ALLIEDM",,
290,899794,C-H ARP00019CH3 3IN HUB,CUTHAM,CUTHAM,"CHARP00019CH3 ARP00019CH 782114
11725 3IN C-H HUB STK CUTHAM
MILB A8112
WEBREADY",,
3122,900008,LEV CS83-64C 50A LKG CONN 1/BOX 10/CASE,LEVITON,LEVITON,"LEVCS8364C CS83-64C 078477 80389
50A CONN LKG",,
300,899867,BRDGPORT 265-SRT 2IN EMT COUPLING EMT CONDUIT COUPLING 10/BX,BRIDGEP,BRIDGEP,"OZG6200SR 6200SR 687855 20082 APP
CPLG EMT

STK BRIDGEP
WEBREADY
ME	SMCPARTS","EMT 2""*ALL","2"" EMT PARTS & PIECES"
3799,899990,LEV 1221-SGY 20A 277V SP GRY AC SW 10/BOX 50/CASE,LEVITON,LEVITON,"LEV1221SGY 1221-SGY 078477 24064
20A 277V GRY SP
WEBREADY",,
305,899838,IDEAL 30-273 ORG TW WR NUT-500BAG 500/BX 5000/CS,IDEAL,IDEAL,"IDL30273 IDL 783250 30273
WIRE NUT NUTS

STK IDEAL
WEBREADY SMCPARTS",,
308,899956,WIRE THHN-14-GRY-19STR-CU-2500,BWCU,BWCU,"THHN14GRYR WIRE THHN- 980100 22862
THHN-14-GRY-19STR-CU
WEBREADY

STK BWCU",,
309,898909,GE F18DBX/835/ECO4P FLUOR LAMP 50/CASE   97600,GELAMP,GELAMP,"GELF18DBX835ECO4P F18DBX/835 043168
97600 F18DBX/835/ECO4P FLOUR LAMP

STK GELAMP
WEBREADY
5.55
5.72",,
321,899838,IDEAL 30-276 RED TW WR NUT-250BAG 250/BX 2500/CS,IDEAL,IDEAL,"IDL30276 IDL 783250 30276


STK IDEAL
WEBREADY",,
328,899906,3M 23-3/4X30FT SELF-FUSING TAPE 1/BX 20/CS,3M,3M,"3M2334X30FT 23-3/4X30F 054007 15025
23-3/4X30FT SELF-FUSING TAP
WEBREADY",,
8598,899974,WM G4047BX 2G GRY COVER PLATE 1/PK 10/BX,WIREMOLD,WIREMOLD,"WIRG4047BX WIREMOLD C 2G DPLX RECPT
WEBREADY",,
335,899756,RACO 670RAC 2-1/8D HANDYBOX 1/2 KO 50/BX,RACO,RACO,"RAC670 RAC 050169 90670
WEBREADY",,
350,899978,LEV 223-I IV DPLX RCPT-NEMA1-15R 10/BOX 200/CASE *TEMPORARILY UNAVAILABLE WITH NO ESD*,LEVITON,LEVITON,"LEV223I LEV 078477 79178


STK LEVITON
WEBREADY",,
22412,899971,"WM G3000CE RACEWAY COVER P/FT 5FT=1 PIECE, SOLD IN QTYS OF 5FT 100FT/BX",WIREMOLD,WIREMOLD,"WIRG3000CE WIR 786776 08864
WEBREADY",,
369,901141,LEV 5G110-RG5 GRY CAT 5E CONNECTOR 1/BOX 50/CASE,LEVITON,LEVITON,"LEV5G110RG5 5G110-RG5 078477 17702
5E CAT CONNE GRY

STK LEVITON",,
382,900010,LEV 4720-C BLK LKG PLUG-NM L5-15P 10/BOX 50/CASE,LEVITON,LEVITON,"LEV4720C LEV 4720-C 078477 79549
BLK L5- LKG PLUG-NM

STK LEVITON
WEBREADY
TWIST LOCK	SMCPARTS",,
20758,899807,L-FSE LLSRK225 600V RK1 TD FUSE 1/BX,LFUSE,LFUSE,"LFLLSRK225 LLS-RK225 079458 35089
600V FU L-FSE RK1 TD

STK LFUSE
WEBREADY",,
395,899956,WIRE THHN-12-BLU-19STR-CU-2500,BWCU,BWCU,"THHN12BLUR WIRE THHN- 980100 22932
THHN-12-BLU-19STR-CU

STK BWCU
WEBREADY",THHN 12 STRAND*ALL,THHN 12 STRANDED
405,899838,BUCHANAN WT41-B TAN CONN 500/BAG 500/BX 10M/CS,IDEAL,IDEAL,"IDL96767 IDL 781789 96767
BUCHANAN CONN TAN WWCTB

STK IDEAL
WEBREADY",,
21618,899971,WM V3010B BLANK END FTG 5/PK 20/BX,WIREMOLD,WIREMOLD,"WIRV3010B V3010B 786776 10525 BLANK
END FTG WM
WEBREADY",,
23767,900010,HUBW CS6365C LKG PLUG 50S250A 10/BX,HUBWIRE,HUBWIRE,"HUBCS6365C CS6365C 783585 82799
50S250A HUBW LKG PLUG

STK HUBWIRE
WEBREADY SMCPARTS",,
540,899951,CABLE 12/2 MC AL 277V BRN/GRY 1 X 250'C,MCCABLE,MCCABLE,"MCAL122SOL277 WIRE - ALU 12/2 277V
BRN/GRY COIL
STK MCCABLE
WEBREADY",,
418,899978,LEV 223-W WHT DPLX RCPT-NEMA1-15R 10/BOX 200/CASE,LEVITON,LEVITON,"LEV223W 223-W 078477 79372 DPLX
RCPT-NEMA1-1 WH

STK LEVITON
WEBREADY",,
22900,899783,C-H CSR2150N 2P 150A MCB KIT,CUTHAM,CUTHAM,"CHCSR2150N CSR2150N 782113 09844
150A 2P C-H KIT MCB

STK CUTHAM
WEBREADY",,
427,899807,L-FSE FLNR03.2 250V RK5 TD FUSE 10/BX,LFUSE,LFUSE,"LFFLNR3210 LITTLE FUS 079458 15049
250V FLNR3-2/10 L-FSE RK5 TD

STK LFUSE",,
17357,899785,C-H DH363NRK 100A 600V 4SN SW NMA3R,CUTEXPSS,CUTHAM,"CHDH363NRK DH363NRK 782113 20649
100A 4SN 600V C-H SW
WEBREADY
POWREV
DISCONNECT SWITCH	SMCPARTS",,
1690,899956,WIRE THHN-4-BLU-19STR-CU-5000MSTR,BWCU,BWCU,"THHN4BLU BUILDING W 980100 23231
THHN-4-BLU-19STR-CU WIRE
THHN4MSTR
STK BWCU
WEBREADY",THHN 4 STRAND*ALL,THHN 4 STRANDED COPPER
454,899866,PVC 2-1/2 45D STD ELBOW EE4045 68606 5133769 UA7AK 20/BX,PVCFIT,PVCFIT,"PVCEL25045D PVC 2-1/2- 980060 06067


STK PVCFIT
WEBREADY SMCPARTS",PVC 2-1/2 SCH40*ALL,"2-1/2"" PVC SCH. 40 PARTS & PIECES"
22827,899807,L-FSE JTD020 POWER FUSE 10/BX,LFUSE,LFUSE,"LFJTD20 L-FSE JTD2 079458 20213
FUSE POWER
STK LITTELFUSE
WEBREADY
FUSE	SMCPARTS",,
459,898911,GE LU50/MED CLEAR E17MED HPS LAMP 6/CASE   11345,GELAMP,GELAMP,"GELLU50MED GEL 043168 11345 CLEAR
E17MED HPS LAMP LU50/MED",,
18664,899929,"KLEIN 601-6-INS INSULATED SCREWDRIVER, CUSHION-GRIP, ROUND-SHANK CABINET TIP ITEM DELISTED; REPLACED BY 601-7-INS",KLEIN,KLEIN,"KLN6016INS 601-6-INS 092644 85015
KLEIN RD SCR-DR


",,
481,899916,"KLEIN J63050 JOURNEYMAN CABLE CUTTER, HI-LEVERAGE",KLEIN,KLEIN,"KLNJ63050 J63050 092644 72113 CABLE
CUTTER KLEIN


WEBREADY",,
24236,899765,C-H ECN0531AAA NEMA FVNR SZ 3ENCL1,CUTHAM,CUTHAM,"CHECN0531AAA ECN0531AAA 782114
01620 3E C-H FVNR NEMA SZ",,
492,899999,LEV PJ26-GY 1G GRY MIDSZ GFI PLATE 20/BOX 200/CASE,LEVITON,LEVITON,"LEVPJ26GY PJ26-GY 078477 20583 1G
GFI GRY MIDSZ

WEBREADY",,
6496,899867,STL-CTY TC1210A 4IN S/S EMT CONN -/BX 5/CS,T&B,T&B,"STCTC1210A TC1210A 785991 02516
4-IN EMT S/S STL-CTY
CONNSSS400 4400S
SET SCREW
CROUSE 459
 ","EMT 4""*ALL","4"" EMT PARTS & PIECES"
507,900014,DITEK DTK-8FF SURGE PROTECTOR SUPPRESSOR WITH FAX/MODEM SURGE,DITEK,DITEK,"DITDTK8FF DITEK & FOR FRAME GRND.
GROUND INSTAL. KSU OF OUTLET
POINT-
REQUIRING SIMPLE TERMINATING USE
W/CHASSIS WITH DTK-8FF",,
12091,901165,HUBW S1PTFIT FRPT 1/BX,HUBWIRE,HUBWIRE,"HUBS1PTFIT S1PTFIT 783585 37102
FRPT HUBW
WEBREADY",,
21856,898816,LITH ELAR2LRIS120/277ELN EXIT RGH-IN,LITHONIA,LITHONIA,"LITELAR2LRIS120277 ELAR2LRIS-
784231 08067 ELAR2LRIS120277ELN
NONRETURNABLE",,
541,901182,E-LINE 1300 PLTC BUSHING F/MTL STUD -/BX 100/CS,NONRET,T&B,"STC1300 1300 023386 13000 BUSHING
E-LINE F/MTL PLTC

STK T&B
WEBREADY",,
2909,899873,APP EYF-100 1-IN MALL COND SEAL CS/5,EGS,EGS,"APPEYF100 APP 781381 13514


STK EGS
WEBREADY",,
551,899877,ERC 812M58SM 3/4 HGR&CLAMP 100/BX,CADDY,CADDY,"CAD812M58SM 812M58SM 782856 12210
3/4 ERC HGR&CLAMP",,
556,899825,ERC 45PLUSF20 GRDG WELD METAL 20/BX,CADDY,CADDY,"CAW45PLUSF20 CADWELD 782856 51283
AS SAME SHOT ERC PLUS GROUNDING

STK CADDY
WEBREADY
GROUNDING	SMCPARTS",,
9197,899752,STL-CTY 72C18-5/8 4-11/16 2G 5/8 CO -/BX 25/CS,NONRET,T&B,"STC72C1858 STEEL CITY 785991 14577
11/16 72C18-5/8 GANG
WEBREADY",,
565,899778,C-H LCCS COVER SCREW STANDARD FACTORY PACKAGE 25PCS (PRICED PER INDIVIDUAL SCREW),CUTHAM,CUTHAM,"CHLCCS LCCS 782113 09958 25PK C-H
COVER SCREWS
WEBREADY",,
13322,899752,STL-CTY 72C18 4-11/16 3/4D2G SW RNG -/BX 25/CS,NONRET,T&B,"STC72C18 72C18 785991 14575 3/4D2G
4-11/16 STL-CTY
CROUSEH TP586

SMCPARTS
WEBREADY",,
599,899794,C-H ARP00002CHB HUB CLOSURE PLT METER ENC,CUTHAM,CUTHAM,"CHARP00002CHB ARP00002CH 782114
00407 C-H CLOSURE HUB PL STK CUTHAM
MILB A7551
WEBREADY",,
3903,899982,LEV 2730 LKG FLUSH RCPT 10/BOX 30/CASE,LEVITON,LEVITON,"LEV2730 LEV 078477 80965


STK LEVITON
WEBREADY",,
601,899982,LEV 2310 LKG FLUSH RECEPTACLE 10/BOX 30/CASE,LEVITON,LEVITON,"LEV2310 LEV 078477 80110


STK LEVITON
WEBREADY SMCPARTS",,
8469,900004,LEV PJ82-R WP1 RD PB1/25/100 25/BOX 100/CASE,LEVITON,LEVITON,"LEVPJ82R PJ82-R 078477 95609
PB1/25/100 RD WP1",,
15150,898870,LEV OSC20-M0W WHT OCCUPANCY SENSOR 1/BOX 10/CASE,LEVITON,LEVITON,"LEVOSC20M0W OSC20-M0W 078477 18013
OCC SENSOR
CEILINGSENSOR
STK LEVITON
WEBREADY",JUSTICE*ALL,JUSTICE STORE PLANNING
607,899755,ALLIED 9350-HNK 4-IN ROUND BOX 50/BX,ALLIEDM,ALLIEDM,"ALM9350HNK ALM 085339 10462
WEBREADY",,
616,899838,IDEAL 30-341 TAN TW WIRE NUT-100BX 100/BX 1000/CS,IDEAL,IDEAL,"IDL30341 IDL 783250 30341


STK IDEAL
WEBREADY",,
618,899967,OCAL COND3/4-G 3/4 PVC CTD COND 900/LIFT   **YARD**,T&B,T&B,"OCALCOND34G COND3/4-G 704508 26102
CTD PVC
WEBREADY",,
619,899830,BUR YA1CA1 1AWG ALCU 1H LUG,BURNDY,BURNDY,"BURYA1CA1 YA1CA1 781810 75120 1AWG
1H ALCU LUG
WEBREADY",,
620,899838,IDEAL 30-342 GRY TW WIRE NUT-50BOX 50/BX 500/CS,IDEAL,IDEAL,"IDL30342 IDL 783250 30342


STK IDEAL
WEBREADY
WIRE NUT CONNECTOR	SMCPARTS",,
5088,899971,WM 5747WH STL SHALLOW DEV BX WHT 10/PK 10/BX,WIREMOLD,WIREMOLD,"WIR5747WH 5747WH 786776 56296 BX
DEV SHALLOW STL WM

STK WIREMOLD
WEBREADY",,
628,899830,BUR YA29A3 250MCM ALCU 2H LUG,BURNDY,BURNDY,"BURYA29A3 YA29A3 781810 75500
250MCM 2H ALCU LUG
WEBREADY SMCPARTS",,
9214,898899,GE F28W/T5/835/ECO FLUORESCENT LMP 40/CASE   46705,GELAMP,GELAMP,"INTERIOR
GELF28WT5835ECO F28W/T5/83 043168
46705 F28W/T5/835/ECO FLUORESCENT

STK GELAMP
WEBREADY
2.22
2.66",,
642,899982,LEV 2320 L6-20R LKG FLUSH 10/BOX 30/CASE,LEVITON,LEVITON,"LEV2320 LEV 078477 80120


STK LEVITON
WEBREADY SMCPARTS",,
651,900010,LEV 2321 LKG PLUG L6-20P 1/BOX 10/CASE,LEVITON,LEVITON,"LEV2321 LEV 078477 80112


STK LEVITON
WEBREADY SMCPARTS",,
654,899778,C-H DS300H2 3-IN PLATE TYPE HUB,CUTHAM,CUTHAM,"CHDS300H2 DS300H2 782113 34227 3-IN
C-H HU PLATE TYPE
WEBREADY

STK CUTHAM",,
662,900008,LEV 2323 LKG CONN L6-20C 1/BOX 10/CASE,LEVITON,LEVITON,"LEV2323 LEV 078477 80115


STK LEVITON
WEBREADY
TWIST LOCK	SMCPARTS",,
11724,899877,STRUT P2047EG BE4363 3-1/8 O D TUBE CLAMP GALV 50/BX,BOLTSTRU,BOLTFIT,"UNIP2047EG UNISTRUT UNIS 3-1/8""
78636420470 3-1/8 O.D. OD TUBING
CLAMP ELECTRO GALVANIZED FINISH
WEBREADY
105.6260409
105.626
124.2659305
135.6",,
1023,898910,GE MVR1000/C/U CTD BT56MOG MH LAMP 6/CASE   41827,NONRET,GELAMP,"GELMVR1000CU GEL 043168 41827
WEBREADY
38.87",,
2804,899838,IDEAL 30-641 TAN TW WIRE NUT-500BAG 500/BX 5000/CS,IDEAL,IDEAL,"IDL30641 IDL 783250 30641


STK IDEAL
WEBREADY",,
693,899866,PVC 4IN PVC FEMALE ADPTR FA55 77050 5140052 E942NM 15/BX,PVCFIT,PVCFIT,"PVCFA400 PVC 4-IN F 980060 06250


STK PVCFIT
WEBREADY SMCPARTS","PVC 4"" SCH. 40*ALL","4"" PVC SCH. 40 PARTS & PIECES"
8986,899840,NSI IT-350 350-6AWG INSD-TAP CONN 1/BX,NSI,NSI,"NSIIT350 NSI 662381 95008
PAND PCSB350-2S-4Y MULTI-TAP CONN
100/BX 1000/CS",,
708,899752,STL-CTY 4GC 13/16D4G GANGBOX SW RNG -/BX 5/CS,NONRET,T&B,"STC4GC STL-CTY 4G 785991 13035
WEBREADY",,
720,899982,LEV 2330 LKG FLUSH RCPT 10/BOX 30/CASE,LEVITON,LEVITON,"LEV2330 LEV 2330 L 078477 80980
FLUSH LKG RCPT
TWIST LOCK	SMCPARTS
WEBREADY",,
20490,899867,STL-CTY TK113A 1IN COMP EMT CPLG 25/BX 100/CS,NONRET,T&B,"STCTK113A TK113A 785991 02544 1-IN
COMP EMT STL-CTY
CPLEMTCP100 6100S
COMPRESSION COUPLING
SMCPARTS
CROUSE 662
WEBREADY",EMT 1*ALL,"1"" EMT PARTS & PIECES"
9304,899956," WIRE THHN-8-ORG-19STR-CU-5,000MSTR",BWCU,BWCU,"THHN8ORG BUILDING W 980100 23146
1REEL 2500FT 5000' MASTERS ORANGE X
THHN8MSTR
STK BWCU
WEBREADY",THHN 8 STRAND*ALL,THHN 8 STRANDED
737,899767,C-H C320KGS3 AUXILIARY CONTACT FOR FREEDOM SIZE 00-2 A-K SIDE MOUNT 1 NO / 1 NC,CUTHAM,CUTHAM,"CHC320KGS3 C320KGS3 782113 41350
AUX C-H CONTACT-1NO&1

STK CUTHAM
WEBREADY
POWREV",,
782,898845,"D-B FKR-173 WIRE GUARD FOR ""IA"" OR ""IS"" STANDARD INDUSTRIAL 12NC: 912400348780",PHFIXT,PHDAYBRI,"FXSTRIP 
ALLSTRIP ACCSTRIP DAYFKR173
FKR-173 782343 25900 D-B
STK DAYBRITE
WEBREADY
WEBREADY OSU
11.00",,
18121,899929,KLEIN 32477-12 10-IN-1 SCREWDRIVER/NUT DRIVER W/ CUSHION GRIP HNDLE(IN COUNTER DISPL) QTY OF 12EA,KLEIN,KLEIN,"KLN3247712 32477-12 092644 32481
10-IN-1 12PC DI KLEIN

STK KLEIN
WEBREADY",,
21553,899867,STL-CTY TK129A 3-1/2IN S/S EMT CPLG -/BX 5/CS,T&B,T&B,"STCTK129A TK129A 785991 02554 3-1/2
EMT S/S STL-CTY
CPLSSS350 5350S
SET SCREW COUPLING
SMCPARTS
 
CROUSE 468
 ","EMT 3-1/2""*ALL","3-1/2"" EMT PARTS & PIECES"
810,899982,LEV 2340 LKG FLUSH RCPT 10/BOX 30/CASE,LEVITON,LEVITON,"LEV2340 LEV 2340 L 078477 04494
FLUSH LKG RCPT
WEBREADY",,
23421,899873,CUL 90056 1-1/4IN 3-PIECE KO SEAL 25/PK,CULLY,CULLY,"GAB704 GAB 032076 00704


STK CULLY
WEBREADY",,
18485,898911,GE LU100/H/ECO LUCALOX HID LAMP 12/CASE   85369,GELAMP,GELAMP,"EXTERIOR
GELLU100 OLD DCI: 043168 44037
CLEAR NEW DCI: 043168 85369
E23-1/2MOG HPS LAM
STK GELAMP
WEBREADY
10.75
11.07",,
855,899920,"KLEIN 931-9RE ALUMINUM TORPEDO LEVEL, RARE EARTH MAGNETS, 9"", 3 VIALS ***DISCONTINUED AND REPLACED BY 935-R***",KLEIN,KLEIN,"KLN9319RE 931-9RE 092644 93190 9IN
KLEIN LEVE TORPEDO


",,
867,899978,HUBW CR20WHI 20A 125V DPLX RCPT 10/BX,HUBWIRE,HUBWIRE,"HUBCR20WHI CR20WHI 783585 90017
DPLX HUBW RCPT-20A125V

STK HUBWIRE",,
873,898899,GE F39W/T5/830/ECO FLUOR 40/CASE   46744,GELAMP,GELAMP,"GELF39WT5830ECO GE F39W/T5 043168
46744 F39W/T5/830
STK GELAMP
 
 
4.71
5.65",,
15413,899785,C-H DH321FGK 30A 240V 3P SW NEMA1,NONRET,CUTHAM,"CHDH321FGK CUTLER-HAM SAFETY
SWITCHE",,
6225,900003,LEV 41080-2EP WALLPLATE 1/BOX 25/CASE,LEVITON,LEVITON,"LEV410802EP 41080-2EP 078477 83563
WALLPLATE
WEBREADY",,
888,900018,C-H C25BNB230A DEFINITE PURPOSE CONTACTOR COMPACT OPEN TYPE 30AMP 2 POLE 120V COIL,CUTHAM,CUTHAM,"CHC25BNB230A C25BNB230A 782113
38927 2P C-H CONTACTOR

STK CUTHAM
WEBREADY",,
891,899752,STL-CTY 52C13 4SQ 1/2D 1G SW RNG -/BX 50/CSM,NONRET,T&B,"STC52C1330 STL-CTY 52 785991 13875
1/2D 1G 4SQ R SW
SMCPARTS
WEBREADY",,
915,898859,NR JUNO R541WH WHT UNIVERSAL,JUNO,JUNO,,,
922,899752,STL-CTY 54C1 4RND FLAT BLANK COVER -/BX 50/CSM,NONRET,T&B,"STC54C1 STL-CTY 54 785991 14150
WEBREADY",,
923,899830,BUR YA4CLBOX 4AWG COP 1H LUG,BURNDY,BURNDY,"BURYA4CLBOX BUR 781810 55225


STK BURNDY
WEBREADY",,
16531,900017,C-H GHB3060 60A 3P CKT BRKR,CUTEXPSS,CUTHAM,"CHGHB3060 GHB3060 786679 04809 3P
60A BRKR CHDIS CKT

STK CUTHAM
WEBREADY
POWREV",,
21964,899752,STL-CTY RS18-CC COVER F/RCPT/SW -/BX 25/CS,NONRET,T&B,"STCRS18CC STL-CTY RS 785991 12090
CROUSEH TP515
SMCPARTS",,
4927,899972,WM V500 RACEWAY P/FT 100/PK 100/BX,WIREMOLD,WIREMOLD,"WIRV500 WIR 786776 07012


STK WIREMOLD
WEBREADY",,
22850,899807,L-FSE FLNR070 250V RK5 TD FUSE 5/BX,LFUSE,LFUSE,"LFFLNR70 FLNR070 079458 15079
WEBREADY SMCPARTS",,
12077,900034,IDEAL 36-066 9X3/4X.050 BLADE 5/BX 5/CS (MIN ORD QTY 5),IDEAL,IDEAL,"IDL50991 IDL 783250 50991
9X3/4X.050 BLADE IDEAL
WEBREADY
STK IDEAL",,
19925,898930,GE Q50T3/12V/CL 12V QTZ LAMP 100/CASE   34702 ***DISCONTINUED***,GELAMP,GELAMP,"GELQ50T312VCL GE Q50T3/1 043168
34702
STK GELAMP
WEBREADY
2.02
2.08",,
990,899998,LEV 84421-40 SS 2TOG&1GFI RCPT PLT /BOX 1/CASE,LEVITON,LEVITON,"LEV8442140 84421-40 078477 81245
2TOG&1GFI RCPT SS",,
19447,899827,GRROD 1/2 X 10FT CU GROUND ROD GROUND RODS MUST BE ON SKIDS C1210 611300 5010L   **YARD**,GRROD,CADDY,"CADWELD CAW611300 CADWELD 782856
30606 1/2
10FT CU GROUND ROD X
STK CADDY
WEBREADY",,
1002,899982,LEV 2370 LKG FLUSH RCPT 10/BOX 30/CASE,LEVITON,LEVITON,"LEV2370 LEV 2370 L 078477 04530
WEBREADY",,
5055,899971,WM V506 CONNECTION COVER 100/PK 100/BX,WIREMOLD,WIREMOLD,"WIRV506 WIR 786776 07014


STK WIREMOLD
WEBREADY",,
1019,901165,HUBW PFBRFGY1 1G FLANGE 4/BX,HUBWIRE,HUBWIRE,"HUBPFBRFGY1 PFBRFGY1 783585 84836
1G FLANGE HUBW",,
1029,899956,WIRE THHN 10 PUR-19STR-CU 500S,BWCU,BWCU,"THHN10PUR WIRE THHN- 980100 23055
THHN-10-PUR-19STR-CU

STK BWCU
WEBREADY",THHN 10 STRAND*ALL,THHN 10 STRANDED
1035,899926,KLEIN D228-8 DIAG.-CUTTING PLIERS HI-LEVERAGE 8,KLEIN,KLEIN,"KLND2288 KLN 092644 72040



WEBREADY",,
7426,899927,"KLEIN K1412 KURVED NM CABLE STRIPPER/CUTTER, 12/2 & 14/2, 12 & 14 AWG SOLID",KLEIN,KLEIN,"KLNK1412 K1412 092644 14124 CBL
KLEIN KLEIN-KURVE NM

STK KLEIN
WEBREADY",,
1047,898909,GE F13DBX23/835/ECO FLUOR LAMP 50/CASE   97588,NONRET,GELAMP,"GELF13DBX23835ECO F13DBX23/8 043168
97588 F13DBX23/835/ECO FLOUR LAMP
CF13DD835
2.76
2.84",,
1055,899811,L-FSE LFRU-2642R FUSE REDUCER PR 1/BX,LFUSE,LFUSE,"LFLRU2642R LRU2642R 079458 01072
FUSE L-FSE PR REDUCER

STK LFUSE
WEBREADY",,
7417,899831,BUR KA31U 350 ALCU 1H TERM LUG,BURNDY,BURNDY,"BURKA31U BUR 781810 37020


STK BURNDY
WEBREADY SMCPARTS",,
